timestamp,glucose,true_bg,twin_mean,twin_p95,twin_p5,twin_std,predicted_30m,target_30m
2026-04-19T08:17:30+00:00,13.66,11.4616,13.55,13.55,13.55,0.28,15.18,5.483
2026-04-19T08:20:00+00:00,13.43,11.451,14.15,14.15,14.15,0.44,13.31,3.9633
2026-04-19T08:22:30+00:00,13.62,11.4404,13.23,13.23,13.23,0.19,14.61,2.675
2026-04-19T08:25:00+00:00,13.4,11.4299,13.92,13.92,13.92,0.36,12.89,2.2
2026-04-19T08:30:00+00:00,12.41,11.4089,11.69,11.69,11.69,0.37,7.24,2.2
2026-04-19T08:32:30+00:00,12.37,11.3985,9.84,9.84,9.84,0.88,8.36,2.2
2026-04-19T08:35:00+00:00,12.13,11.3881,10.2,10.2,10.2,0.72,8.05,2.2
2026-04-19T08:37:30+00:00,12.21,11.3288,2.2,2.2,2.2,2.75,9.8,2.2
2026-04-19T08:40:00+00:00,12.25,11.1565,2.2,2.2,2.2,2.83,11.05,2.2
2026-04-19T08:42:30+00:00,12.25,10.6916,2.2,2.2,2.2,2.86,11.78,2.2284
2026-04-19T08:45:00+00:00,11.98,9.5717,2.2,2.2,2.2,2.89,10.45,2.2331
2026-04-19T08:47:30+00:00,11.64,7.2945,2.2,2.2,2.2,2.78,8.86,2.2592
2026-04-19T08:50:00+00:00,11.08,5.483,2.2,2.2,2.2,2.62,6.35,2.3038
2026-04-19T08:52:30+00:00,9.87,3.9633,2.25,2.43,2.2,3.23,2.2,2.3646
2026-04-19T08:55:00+00:00,8.24,2.675,2.2,2.2,2.2,3.23,2.2,2.4397
2026-04-19T08:57:30+00:00,6.89,2.2,2.2,2.2,2.2,2.48,2.2,2.5276
2026-04-19T09:00:00+00:00,5.19,2.2,2.2,2.2,2.2,2.0,2.2,2.6267
2026-04-19T09:02:30+00:00,3.89,2.2,2.2,2.2,2.2,1.28,2.2,2.7358
2026-04-19T09:05:00+00:00,3.24,2.2,2.2,2.2,2.2,1.05,2.2,2.8537
2026-04-19T09:07:30+00:00,2.87,2.2,2.2,2.2,2.2,0.85,2.2,2.9794
2026-04-19T09:10:00+00:00,2.78,2.2,2.2,2.2,2.2,0.69,2.2,3.1117
2026-04-19T09:12:30+00:00,2.86,2.2284,2.2,2.2,2.2,0.7,2.2,3.2497
2026-04-19T09:15:00+00:00,3.19,2.2331,2.2,2.2,2.2,0.67,4.84,3.3927
2026-04-19T09:17:30+00:00,3.27,2.2592,2.2,2.2,2.2,0.7,7.06,3.5397
2026-04-19T09:20:00+00:00,3.34,2.3038,2.2,2.2,2.2,0.73,8.33,3.6901
2026-04-19T09:22:30+00:00,3.72,2.3646,2.2,2.2,2.2,0.79,10.88,4.0005
2026-04-19T09:25:00+00:00,4.19,2.4397,2.38,3.1,2.2,0.73,13.1,4.3151
2026-04-19T09:27:30+00:00,4.25,2.5276,2.52,3.39,2.2,0.85,11.9,4.6327
2026-04-19T09:30:00+00:00,4.01,2.6267,2.4,2.94,2.2,0.99,8.75,4.9523
2026-04-19T09:32:30+00:00,3.92,2.7358,2.23,2.34,2.2,0.92,7.15,5.2729
2026-04-19T09:35:00+00:00,4.18,2.8537,2.23,2.35,2.2,0.84,8.03,5.5938
2026-04-19T09:37:30+00:00,4.28,2.9794,2.37,3.02,2.2,0.96,7.63,5.9142
2026-04-19T09:40:00+00:00,4.03,3.1117,2.5,3.53,2.2,0.96,4.89,6.2333
2026-04-19T09:42:30+00:00,4.16,3.2497,2.21,2.23,2.2,0.86,5.23,6.5505
2026-04-19T09:45:00+00:00,4.46,3.3927,2.48,3.29,2.2,0.89,6.74,6.8653
2026-04-19T09:47:30+00:00,4.53,3.5397,2.66,3.73,2.2,0.93,6.37,7.1771
2026-04-19T09:50:00+00:00,4.73,3.6901,2.34,3.2,2.2,1.06,6.92,7.4855
2026-04-19T09:52:30+00:00,4.86,4.0005,2.65,4.01,2.2,1.02,6.96,7.79
2026-04-19T09:55:00+00:00,5.31,4.3151,2.95,5.18,2.2,1.13,9.1,8.0903
2026-04-19T09:57:30+00:00,5.34,4.6327,3.95,6.14,2.2,1.02,8.03,8.3861
2026-04-19T10:00:00+00:00,5.5,4.9523,3.21,5.02,2.2,1.08,8.03,8.6772
2026-04-19T10:02:30+00:00,5.7,5.2729,3.59,5.62,2.2,1.05,8.28,8.9628
2026-04-19T10:05:00+00:00,5.91,5.5938,4.2,6.46,2.2,1.02,8.63,9.2429
2026-04-19T10:07:30+00:00,6.24,5.9142,4.94,7.26,3.47,1.19,9.71,9.5173
2026-04-19T10:10:00+00:00,6.62,6.2333,5.71,8.23,2.82,1.0,10.76,9.7857
2026-04-19T10:12:30+00:00,6.72,6.5505,6.28,8.07,4.68,1.2,10.01,10.0482
2026-04-19T10:15:00+00:00,7.06,6.8653,5.89,8.4,4.04,1.08,10.76,10.3045
2026-04-19T10:17:30+00:00,7.57,7.1771,5.95,8.35,4.62,1.1,12.57,10.5541
2026-04-19T10:20:00+00:00,8.16,7.4855,7.2,10.03,5.02,1.2,14.53,10.797
2026-04-19T10:22:30+00:00,8.8,7.79,9.3,11.43,7.27,1.26,16.42,11.0332
2026-04-19T10:25:00+00:00,9.25,8.0903,11.04,13.48,8.9,1.46,16.65,11.2627
2026-04-19T10:27:30+00:00,9.47,8.3861,11.22,13.43,8.77,1.4,15.38,11.4854
2026-04-19T10:30:00+00:00,9.71,8.6772,11.43,12.95,9.86,1.33,14.47,11.7015
2026-04-19T10:32:30+00:00,10.09,8.9628,10.69,12.29,8.75,1.12,14.74,11.911
2026-04-19T10:35:00+00:00,10.32,9.2429,11.89,13.08,10.02,1.22,14.1,12.1139
2026-04-19T10:37:30+00:00,10.37,9.5173,10.96,13.16,8.71,1.03,12.65,12.3103
2026-04-19T10:40:00+00:00,10.66,9.7857,10.37,11.86,9.2,0.85,13.05,12.5003
2026-04-19T10:42:30+00:00,11.11,10.0482,11.5,13.59,8.36,0.9,14.37,12.684
2026-04-19T10:45:00+00:00,11.17,10.3045,11.99,13.43,10.03,0.94,13.28,12.8614
2026-04-19T10:47:30+00:00,11.52,10.5541,11.57,13.21,10.06,0.82,14.23,13.0326
2026-04-19T10:50:00+00:00,11.62,10.797,11.83,13.42,9.46,0.93,13.5,13.1978
2026-04-19T10:52:30+00:00,11.65,11.0332,11.77,13.52,9.94,0.82,12.49,13.3571
2026-04-19T10:55:00+00:00,11.57,11.2627,11.35,13.09,9.93,0.78,11.09,13.5105
2026-04-19T10:57:30+00:00,11.51,11.4854,10.56,12.52,8.03,0.84,10.23,13.6582
2026-04-19T11:00:00+00:00,11.4,11.7015,10.02,12.16,7.79,0.95,9.28,13.8003
2026-04-19T11:02:30+00:00,11.69,11.911,9.69,11.66,7.57,0.99,11.37,13.9369
2026-04-19T11:05:00+00:00,12.19,12.1139,10.91,13.21,8.95,0.8,14.49,14.0681
2026-04-19T11:07:30+00:00,12.6,12.3103,12.77,14.37,10.59,0.74,16.46,14.1933
2026-04-19T11:10:00+00:00,12.9,12.5003,13.94,15.72,12.23,0.84,17.0,14.3118
2026-04-19T11:12:30+00:00,13.24,12.684,14.3,16.19,12.42,0.83,17.84,14.4241
2026-04-19T11:15:00+00:00,13.18,12.8614,15.42,16.81,13.93,1.12,16.01,14.5305
2026-04-19T11:17:30+00:00,13.16,13.0326,14.32,15.98,12.96,0.88,14.64,14.6312
2026-04-19T11:20:00+00:00,13.12,13.1978,13.75,16.25,11.84,0.7,13.52,14.7265
2026-04-19T11:22:30+00:00,13.6,13.3571,13.12,14.44,11.8,0.67,16.14,14.8167
2026-04-19T11:25:00+00:00,14.27,13.5105,14.57,16.2,12.36,0.84,19.36,14.9021
2026-04-19T11:27:30+00:00,14.57,13.6582,16.82,18.3,15.39,1.3,19.6,14.9828
2026-04-19T11:30:00+00:00,14.99,13.8003,16.97,18.84,15.44,1.28,20.51,15.059
2026-04-19T11:32:30+00:00,14.99,13.9369,17.22,18.77,15.59,1.3,18.51,15.1311
2026-04-19T11:35:00+00:00,14.66,14.0681,16.46,18.55,15.0,1.04,14.92,15.1992
2026-04-19T11:37:30+00:00,14.75,14.1933,15.37,16.7,14.01,0.8,14.77,15.2635
2026-04-19T11:40:00+00:00,14.75,14.3118,15.2,17.44,13.64,0.73,14.19,15.3241
2026-04-19T11:42:30+00:00,14.94,14.4241,14.51,15.81,13.16,0.67,15.08,15.3812
2026-04-19T11:45:00+00:00,15.12,14.5305,15.01,17.03,13.68,0.68,15.85,15.435
2026-04-19T11:47:30+00:00,15.62,14.6312,15.72,17.47,14.28,0.74,18.62,15.4857
2026-04-19T11:50:00+00:00,15.85,14.7265,17.15,18.48,15.75,1.05,19.06,15.5333
2026-04-19T11:52:30+00:00,15.91,14.8167,17.28,19.01,16.01,1.07,18.27,15.5781
2026-04-19T11:55:00+00:00,15.74,14.9021,17.21,18.21,15.94,0.94,16.13,15.6201
2026-04-19T11:57:30+00:00,15.66,14.9828,15.98,17.31,14.76,0.7,15.11,15.6595
2026-04-19T12:00:00+00:00,15.49,15.059,15.56,16.72,14.06,0.62,13.72,15.6964
2026-04-19T12:02:30+00:00,15.68,15.1311,15.17,16.27,13.99,0.57,15.16,15.7308
2026-04-19T12:05:00+00:00,15.4,15.1992,15.67,16.93,14.63,0.6,13.24,15.763
2026-04-19T12:07:30+00:00,15.26,15.2635,14.39,15.74,13.26,0.57,12.65,15.6579
2026-04-19T12:10:00+00:00,15.31,15.3241,14.38,15.62,13.27,0.6,13.61,15.5553
2026-04-19T12:12:30+00:00,15.77,15.3812,17.42,18.3,16.29,0.57,17.07,15.4551
2026-04-19T12:15:00+00:00,16.17,15.435,18.9,20.04,17.62,0.7,19.49,15.3573
2026-04-19T12:17:30+00:00,16.46,15.4857,19.95,21.06,19.15,0.94,20.57,15.2618
2026-04-19T12:20:00+00:00,16.54,15.5333,20.59,21.77,19.47,1.08,19.95,15.1686
2026-04-19T12:22:30+00:00,16.74,15.5781,20.76,21.66,19.82,1.05,20.24,15.1464
2026-04-19T12:25:00+00:00,16.56,15.6201,20.92,21.98,19.98,1.05,17.85,15.1242
2026-04-19T12:27:30+00:00,16.54,15.6595,17.41,17.41,17.41,0.73,17.12,15.102
2026-04-19T12:30:00+00:00,16.54,15.6964,17.07,17.07,17.07,0.62,16.63,15.08
2026-04-19T12:32:30+00:00,16.56,15.7308,16.83,16.83,16.83,0.62,16.48,15.058
2026-04-19T12:35:00+00:00,16.77,15.763,16.74,16.74,16.74,0.55,17.65,15.0361
2026-04-19T12:37:30+00:00,16.67,15.6579,17.35,17.35,17.35,0.74,16.59,15.0143
2026-04-19T12:40:00+00:00,16.48,15.5553,16.82,16.82,16.82,0.6,15.08,14.9925
2026-04-19T12:42:30+00:00,16.6,15.4551,16.02,16.02,16.02,0.66,16.09,14.9708
2026-04-19T12:45:00+00:00,16.6,15.3573,16.48,16.48,16.48,0.52,16.14,14.9491
2026-04-19T12:47:30+00:00,16.56,15.2618,16.48,16.48,16.48,0.48,15.87,14.9061
2026-04-19T12:50:00+00:00,16.82,15.1686,16.32,16.32,16.32,0.42,17.74,14.8846
2026-04-19T12:52:30+00:00,16.87,15.1464,17.27,17.27,17.27,0.15,17.81,14.8633
2026-04-19T12:55:00+00:00,17.0,15.1242,17.34,17.34,17.34,0.16,18.4,14.842
2026-04-19T12:57:30+00:00,16.7,15.102,17.7,17.7,17.7,0.21,15.94,14.8207
2026-04-19T13:00:00+00:00,16.67,15.08,16.47,16.47,16.47,0.27,15.82,14.7996
2026-04-19T13:02:30+00:00,16.52,15.058,16.37,16.37,16.37,0.3,14.98,14.7393
2026-04-19T13:05:00+00:00,16.57,15.0361,15.88,15.88,15.88,0.43,15.67,14.5885
2026-04-19T13:07:30+00:00,16.42,15.0143,16.18,16.18,16.18,0.34,14.94,14.2034
2026-04-19T13:10:00+00:00,16.23,14.9925,15.75,15.75,15.75,0.45,14.12,13.2938
2026-04-19T13:12:30+00:00,16.1,14.9708,15.25,15.25,15.25,0.58,13.84,11.4579
2026-04-19T13:15:00+00:00,15.94,14.9491,15.01,15.01,15.01,0.62,13.45,8.5521
2026-04-19T13:20:00+00:00,15.49,14.9061,13.34,13.34,13.34,1.05,12.64,6.2454
2026-04-19T13:22:30+00:00,15.61,14.8846,13.98,13.98,13.98,0.81,14.44,4.2192
2026-04-19T13:25:00+00:00,15.76,14.8633,14.82,14.82,14.82,0.52,16.05,3.5394
2026-04-19T13:27:30+00:00,15.6,14.842,15.62,15.62,15.62,0.28,15.28,3.1469
2026-04-19T13:30:00+00:00,15.43,14.8207,15.25,15.25,15.25,0.36,14.45,2.9359
2026-04-19T13:32:30+00:00,15.11,14.7996,3.01,3.98,2.2,4.37,12.8,2.8284
2026-04-19T13:35:00+00:00,15.3,14.7393,2.37,2.91,2.2,4.32,14.91,2.7799
2026-04-19T13:37:30+00:00,15.61,14.5885,2.67,3.67,2.2,4.36,17.39,2.7673
2026-04-19T13:40:00+00:00,15.96,14.2034,2.9,4.33,2.2,4.41,19.44,2.7788
2026-04-19T13:42:30+00:00,16.07,13.2938,3.93,5.37,2.57,4.2,19.47,2.8083
2026-04-19T13:45:00+00:00,16.06,11.4579,3.59,5.0,2.2,4.27,18.55,2.8522
2026-04-19T13:47:30+00:00,15.56,8.5521,11.25,13.26,8.87,2.17,14.54,2.9082
2026-04-19T13:50:00+00:00,14.53,6.2454,9.19,11.54,6.89,2.87,8.02,2.9746
2026-04-19T13:52:30+00:00,13.15,4.2192,5.72,6.92,4.34,3.68,2.2,3.0503
2026-04-19T13:55:00+00:00,11.39,3.5394,2.83,3.59,2.2,4.62,2.2,3.1339
2026-04-19T13:57:30+00:00,9.19,3.1469,2.2,2.2,2.2,4.45,2.2,3.2246
2026-04-19T14:00:00+00:00,6.53,2.9359,2.2,2.2,2.2,3.67,2.2,3.3215
2026-04-19T14:02:30+00:00,4.05,2.8284,2.2,2.2,2.2,2.45,2.2,3.4237
2026-04-19T14:05:00+00:00,2.53,2.7799,2.2,2.2,2.2,1.37,2.2,3.5304
2026-04-19T14:07:30+00:00,1.16,2.7673,2.2,2.2,2.2,0.84,2.2,3.641
2026-04-19T14:10:00+00:00,-0.02,2.7788,2.2,2.2,2.2,0.49,2.2,3.7548
2026-04-19T14:12:30+00:00,-0.96,2.8083,2.2,2.2,2.2,0.26,2.2,3.9919
2026-04-19T14:15:00+00:00,-1.61,2.8522,2.2,2.2,2.2,0.06,2.2,4.2331
2026-04-19T14:17:30+00:00,-1.91,2.9082,2.2,2.2,2.2,0.01,2.2,4.4776
2026-04-19T14:20:00+00:00,-1.84,2.9746,2.2,2.2,2.2,0.0,2.2,4.7244
2026-04-19T14:22:30+00:00,-1.34,3.0503,2.2,2.2,2.2,0.0,3.3,4.9727
2026-04-19T14:25:00+00:00,-0.38,3.1339,2.2,2.2,2.2,0.03,11.43,5.2217
2026-04-19T14:27:30+00:00,1.08,3.2246,2.2,2.2,2.2,0.13,20.35,5.4708
2026-04-19T14:30:00+00:00,2.82,3.3215,4.76,6.71,3.01,1.5,28.53,5.7194
2026-04-19T14:32:30+00:00,4.37,3.4237,10.78,12.34,9.23,3.39,32.99,5.9668
2026-04-19T14:35:00+00:00,5.56,3.5304,14.69,16.8,12.82,4.38,33.5,6.2127
2026-04-19T14:37:30+00:00,6.38,3.641,16.56,18.15,15.03,4.64,30.97,6.4564
2026-04-19T14:40:00+00:00,7.06,3.7548,16.31,18.2,14.82,4.27,27.72,6.6977
2026-04-19T14:42:30+00:00,7.54,3.9919,16.06,17.52,14.36,3.82,23.74,6.9362
2026-04-19T14:45:00+00:00,7.79,4.2331,15.06,17.24,12.77,3.21,19.01,7.1715
2026-04-19T14:47:30+00:00,7.73,4.4776,13.67,15.42,12.03,2.5,13.5,7.4034
2026-04-19T14:50:00+00:00,7.34,4.7244,11.35,12.8,9.77,1.61,7.36,7.6316
2026-04-19T14:52:30+00:00,6.57,4.9727,7.54,9.27,5.02,1.08,2.2,7.856
2026-04-19T14:55:00+00:00,5.51,5.2217,4.11,5.69,2.93,1.54,2.2,8.0762
2026-04-19T14:57:30+00:00,5.12,5.4708,2.2,2.2,2.2,2.05,2.2,8.2922
2026-04-19T15:00:00+00:00,5.12,5.7194,2.2,2.2,2.2,1.97,2.2,8.5038
2026-04-19T15:02:30+00:00,5.34,5.9668,2.2,2.2,2.2,1.86,2.2,10.7123
2026-04-19T15:05:00+00:00,5.75,6.2127,2.48,3.4,2.2,1.72,2.76,12.2978
2026-04-19T15:07:30+00:00,5.98,6.4564,3.36,4.53,2.2,1.57,5.22,13.4006
2026-04-19T15:10:00+00:00,6.61,6.6977,4.33,7.06,3.0,1.26,9.86,14.1347
2026-04-19T15:12:30+00:00,7.07,6.9362,7.11,9.0,4.92,0.88,12.13,14.5843
2026-04-19T15:15:00+00:00,7.47,7.1715,8.61,10.3,6.04,0.86,13.44,14.8183
2026-04-19T15:17:30+00:00,8.07,7.4034,8.82,10.62,6.97,0.98,15.72,14.9073
2026-04-19T15:20:00+00:00,8.66,7.6316,10.78,12.61,8.91,1.25,17.35,14.8962
2026-04-19T15:22:30+00:00,9.12,7.856,11.71,13.54,9.79,1.39,17.71,14.8105
2026-04-19T15:25:00+00:00,9.24,8.0762,13.53,15.22,12.09,1.65,15.69,14.6758
2026-04-19T15:27:30+00:00,9.33,8.2922,12.5,14.61,10.93,1.31,13.85,14.5116
2026-04-19T15:30:00+00:00,9.25,8.5038,15.87,17.4,14.04,2.09,11.45,14.3325
2026-04-19T15:32:30+00:00,9.24,10.7123,14.65,16.34,12.49,1.69,10.0,14.1491
2026-04-19T15:35:00+00:00,9.58,12.2978,13.57,15.46,11.1,1.34,11.24,13.969
2026-04-19T15:37:30+00:00,10.72,13.4006,13.85,15.23,11.68,1.41,17.49,13.7976
2026-04-19T15:40:00+00:00,12.19,14.1347,16.88,19.16,14.45,2.09,24.62,13.6384
2026-04-19T15:42:30+00:00,13.74,14.5843,21.69,23.23,19.93,3.35,30.77,13.4935
2026-04-19T15:45:00+00:00,15.01,14.8183,25.2,26.67,23.78,4.16,33.6,13.364
2026-04-19T15:47:30+00:00,15.93,14.9073,26.55,28.24,25.02,4.26,33.45,13.2504
2026-04-19T15:50:00+00:00,16.56,14.8962,28.05,29.42,25.55,4.46,31.35,13.1522
2026-04-19T15:52:30+00:00,16.76,14.8105,26.78,28.27,25.21,3.73,26.91,13.0691
2026-04-19T15:55:00+00:00,16.61,14.6758,24.28,26.39,21.88,2.69,21.33,13.0002
2026-04-19T15:57:30+00:00,16.51,14.5116,22.14,24.43,20.12,1.9,17.36,12.9443
2026-04-19T16:00:00+00:00,16.1,14.3325,19.65,21.02,18.02,1.03,12.6,12.9005
2026-04-19T16:02:30+00:00,15.72,14.1491,17.75,19.16,16.1,0.8,9.26,12.8676
2026-04-19T16:05:00+00:00,15.33,13.969,15.38,17.2,13.66,0.93,7.19,12.8444
2026-04-19T16:07:30+00:00,14.89,13.7976,13.1,14.2,11.17,1.49,5.45,12.8298
2026-04-19T16:10:00+00:00,14.25,13.6384,11.62,13.13,10.25,1.86,3.12,12.8228
2026-04-19T16:12:30+00:00,13.84,13.4935,9.84,11.25,8.19,2.29,3.09,12.8224
2026-04-19T16:15:00+00:00,13.27,13.364,9.52,11.1,8.13,2.26,2.24,12.8276
2026-04-19T16:17:30+00:00,13.12,13.2504,8.41,9.75,6.87,2.45,4.45,12.8376
2026-04-19T16:20:00+00:00,13.15,13.1522,9.38,10.59,7.88,1.98,7.5,12.8517
2026-04-19T16:22:30+00:00,13.19,13.0691,10.27,11.82,8.66,1.58,9.98,12.8691
2026-04-19T16:25:00+00:00,13.29,13.0002,11.43,12.59,10.11,1.12,12.2,12.8891
2026-04-19T16:27:30+00:00,13.33,12.9443,13.18,14.3,11.88,0.62,13.51,12.9113
2026-04-19T16:30:00+00:00,13.18,12.9005,12.8,14.48,11.87,0.65,13.24,12.9351
2026-04-19T16:32:30+00:00,13.3,12.8676,13.47,15.12,11.8,0.51,14.63,12.9601
2026-04-19T16:35:00+00:00,13.3,12.8444,13.8,15.22,12.42,0.5,14.83,12.986
2026-04-19T16:37:30+00:00,13.38,12.8298,14.43,15.59,13.15,0.57,15.38,13.0123
2026-04-19T16:40:00+00:00,13.77,12.8228,14.42,15.91,12.89,0.58,17.79,13.0387
2026-04-19T16:42:30+00:00,13.85,12.8224,16.35,17.43,14.51,1.05,17.54,13.0651
2026-04-19T16:45:00+00:00,13.46,12.8276,15.75,16.94,14.38,0.87,14.06,13.0912
2026-04-19T16:47:30+00:00,13.38,12.8376,14.3,15.35,12.99,0.56,13.35,13.1169
2026-04-19T16:50:00+00:00,13.19,12.8517,14.08,15.27,12.48,0.52,12.02,13.1419
2026-04-19T16:52:30+00:00,12.47,12.8691,13.28,14.65,12.01,0.51,7.63,13.1662
2026-04-19T16:55:00+00:00,12.37,12.8891,10.72,12.23,9.13,0.98,8.27,13.1897
2026-04-19T16:57:30+00:00,12.33,12.9113,11.0,12.19,9.7,0.87,9.1,13.2122
2026-04-19T17:00:00+00:00,12.49,12.9351,10.98,12.37,9.55,0.82,11.23,13.2337
2026-04-19T17:02:30+00:00,12.74,12.9601,11.9,13.03,10.9,0.6,13.49,13.2542
2026-04-19T17:05:00+00:00,13.17,12.986,13.16,14.32,11.88,0.51,16.43,13.1603
2026-04-19T17:07:30+00:00,13.35,13.0123,16.91,17.92,16.01,0.74,17.01,13.0693
2026-04-19T17:10:00+00:00,13.42,13.0387,17.36,18.66,16.35,0.83,16.67,12.9809
2026-04-19T17:12:30+00:00,13.32,13.0651,17.58,18.47,16.39,0.85,15.19,12.8951
2026-04-19T17:15:00+00:00,13.22,13.0912,16.76,17.44,16.07,0.65,13.95,12.8118
2026-04-19T17:17:30+00:00,13.46,13.1169,16.19,17.23,15.18,0.57,15.17,12.7309
2026-04-19T17:20:00+00:00,13.5,13.1419,16.21,16.87,15.6,0.54,14.89,12.7145
2026-04-19T17:22:30+00:00,13.69,13.1662,14.43,14.45,14.41,0.59,15.63,12.6983
2026-04-19T17:25:00+00:00,13.57,13.1897,14.88,14.9,14.87,0.62,14.13,12.6824
2026-04-19T17:27:30+00:00,13.57,13.2122,14.17,14.18,14.16,0.49,13.79,12.6668
2026-04-19T17:30:00+00:00,13.21,13.2337,14.0,14.02,14.0,0.5,11.13,12.6514
2026-04-19T17:32:30+00:00,13.03,13.2542,12.6,12.61,12.59,0.75,10.33,12.6361
2026-04-19T17:35:00+00:00,13.04,13.1603,12.08,12.09,12.07,0.86,10.98,12.621
2026-04-19T17:37:30+00:00,12.94,13.0693,12.29,12.3,12.28,0.79,10.82,12.6061
2026-04-19T17:40:00+00:00,12.73,12.9809,12.11,12.11,12.1,0.79,10.04,12.5914
2026-04-19T17:42:30+00:00,12.58,12.8951,11.6,11.61,11.6,0.9,9.81,12.5767
2026-04-19T17:45:00+00:00,12.89,12.8118,11.36,11.37,11.36,0.92,12.77,12.5622
2026-04-19T17:47:30+00:00,13.49,12.7309,12.8,12.81,12.8,0.42,17.0,12.5478
2026-04-19T17:50:00+00:00,13.6,12.7145,15.03,15.03,15.03,0.4,17.03,12.5334
2026-04-19T17:52:30+00:00,13.51,12.6983,15.22,15.22,15.21,0.43,15.62,12.5192
2026-04-19T17:55:00+00:00,13.64,12.6824,14.64,14.64,14.63,0.28,15.88,12.505
2026-04-19T17:57:30+00:00,13.34,12.6668,14.87,14.87,14.86,0.31,13.26,12.4909
2026-04-19T18:00:00+00:00,13.08,12.6514,13.57,13.57,13.57,0.26,11.36,12.4769
2026-04-19T18:02:30+00:00,12.6,12.6361,12.56,12.56,12.56,0.52,8.49,12.463
2026-04-19T18:05:00+00:00,12.47,12.621,10.96,10.96,10.96,0.96,8.65,12.4491
2026-04-19T18:07:30+00:00,12.36,12.6061,10.85,10.86,10.85,0.96,8.93,12.4353
2026-04-19T18:10:00+00:00,12.31,12.5914,10.82,10.83,10.82,0.92,9.64,12.4216
2026-04-19T18:12:30+00:00,12.42,12.5767,11.05,11.05,11.05,0.81,11.32,12.4079
2026-04-19T18:15:00+00:00,12.37,12.5622,11.82,11.82,11.82,0.54,11.55,12.3942
2026-04-19T18:17:30+00:00,12.46,12.5478,11.9,11.9,11.9,0.49,12.61,12.3806
2026-04-19T18:20:00+00:00,12.63,12.5334,12.43,12.43,12.43,0.33,13.97,12.3671
2026-04-19T18:22:30+00:00,12.67,12.5192,13.17,13.17,13.17,0.19,14.11,12.3536
2026-04-19T18:25:00+00:00,13.1,12.505,13.31,13.31,13.31,0.19,16.73,12.3401
2026-04-19T18:27:30+00:00,13.34,12.4909,14.76,14.76,14.76,0.48,17.48,12.3268
2026-04-19T18:30:00+00:00,13.32,12.4769,15.33,15.33,15.33,0.6,16.3,12.3134
2026-04-19T18:32:30+00:00,13.43,12.463,14.9,14.9,14.9,0.44,16.09,12.3001
2026-04-19T18:35:00+00:00,13.28,12.4491,14.93,14.93,14.92,0.41,14.2,12.2868
2026-04-19T18:37:30+00:00,13.26,12.4353,14.04,14.04,14.04,0.19,13.63,12.2736
2026-04-19T18:40:00+00:00,13.13,12.4216,13.78,13.78,13.78,0.18,12.44,12.2071
2026-04-19T18:42:30+00:00,12.94,12.4079,13.15,13.15,13.15,0.3,11.09,12.0175
2026-04-19T18:45:00+00:00,12.97,12.3942,12.4,12.4,12.4,0.5,11.62,11.509
2026-04-19T18:47:30+00:00,13.01,12.3806,12.59,12.59,12.59,0.44,12.16,10.2868
2026-04-19T18:50:00+00:00,13.09,12.3671,12.81,12.81,12.81,0.37,12.87,7.8042
2026-04-19T18:52:30+00:00,13.11,12.3536,13.14,13.14,13.14,0.28,13.06,5.8305
2026-04-19T18:55:00+00:00,13.07,12.3401,13.23,13.23,13.23,0.26,12.77,4.1418
2026-04-19T18:57:30+00:00,12.73,12.3268,13.07,13.07,13.07,0.29,10.6,2.7035
2026-04-19T19:00:00+00:00,12.54,12.3134,11.92,11.92,11.92,0.6,9.91,2.2
2026-04-19T19:02:30+00:00,12.39,12.3001,11.45,11.45,11.45,0.71,9.64,2.2
2026-04-19T19:05:00+00:00,12.47,12.2868,11.19,11.19,11.19,0.75,10.98,2.2
2026-04-19T19:07:30+00:00,12.43,12.2736,2.2,2.2,2.2,3.25,11.27,2.2
2026-04-19T19:10:00+00:00,12.34,12.2071,2.2,2.2,2.2,3.18,11.17,2.2
2026-04-19T19:12:30+00:00,12.72,12.0175,2.2,2.2,2.2,3.26,14.21,2.2
2026-04-19T19:15:00+00:00,12.85,11.509,2.2,2.2,2.2,3.4,14.92,2.2113
2026-04-19T19:17:30+00:00,12.66,10.2868,2.2,2.2,2.2,3.48,13.23,2.2528
2026-04-19T19:20:00+00:00,12.19,7.8042,2.2,2.2,2.2,3.41,9.99,2.2692
2026-04-19T19:22:30+00:00,11.31,5.8305,2.88,4.14,2.2,3.75,4.94,2.3071
2026-04-19T19:25:00+00:00,9.92,4.1418,2.2,2.2,2.2,4.04,2.2,2.364
2026-04-19T19:27:30+00:00,8.19,2.7035,2.2,2.2,2.2,3.53,2.2,2.4377
2026-04-19T19:30:00+00:00,6.07,2.2,2.2,2.2,2.2,2.93,2.2,2.5263
2026-04-19T19:32:30+00:00,4.43,2.2,2.2,2.2,2.2,2.05,2.2,2.6284
2026-04-19T19:35:00+00:00,3.08,2.2,2.2,2.2,2.2,1.41,2.2,2.7423
2026-04-19T19:37:30+00:00,2.28,2.2,2.2,2.2,2.2,1.04,2.2,2.8667
2026-04-19T19:40:00+00:00,1.7,2.2,2.2,2.2,2.2,0.71,2.2,3.0003
2026-04-19T19:42:30+00:00,1.38,2.2,2.2,2.2,2.2,0.67,2.2,3.142
2026-04-19T19:45:00+00:00,1.38,2.2113,2.2,2.2,2.2,0.53,2.2,3.2907
